2009-06-23;11:48:49;christiineto;went on a mission and a half to find josh birthday gift. then went to his birthday dinner then went grunion running last night. no fish 
2009-05-30;04:46:15;EvoOba;@TalindaB hmm I vote for a sexy dress 
2009-06-07;00:07:52;snakelady;No offense taken if you don't wanna join the #SpyMaster game. AND... You're welcome to join even if I didn't bug u with an invite! 
2009-05-01;20:39:10;10MFrey;I'm starting to become more and more convinced that I should teach myself C# before I continue with XNA. I'm so lost... 
2009-05-30;09:59:40;tawshaspurling;is on the road to Missouri.  *Tawsha Marie*
2019-05-03;20:01:59;AmyHelene;My parents literally cancelled their HBO subscription in the middle of the last season of Game of Thrones and I use their login for HBOGO. So that<U+2019>s how my life is going these days.
2019-05-13;03:29:12;drykk_;Hope all had a happy mother's day. Spending the evening with the wife catching up on game of thrones! Have a great evening!
2009-06-18;07:17:09;crazychix;O
2009-04-19;07:59:54;katececil;@AmyColalella hey amy  my friend melanie showed me your youtub
2009-06-01;10:30:00;Tray_Sea;Does anyone know what I can do to stop the itching on my foot from a spider bite??? Help! It itches so bad. 
2009-05-30;20:58:47;onetwostef;Watched Sky of Love last night. Thank
2019-05-12;23:40:46;chimneechatter;@mog7546 There are no <U+2018>last<U+2019> nails left for the GOP coffin anymore. The whole thing looks like the Game of Thrones. This is the final season for both...
2009-06-19;09:46:12;Morsq;@Lill300 you ain't the only one beer'o'clock ruined by complete lack of friends  xx
2009-05-30;04:23:45;pk909;@penspencilspens will do. See you drecklly for bbq fun. 
2019-05-15;13:48:58;MajicDC;<U+2018>Game of Thrones<U+2019> &amp; <U+2018>Avengers: Endgame<U+2019> Lead 2019 MTV Movie &amp; TV Awards Nominations https://t.co/f4C4tSIOku
2019-05-02;02:31:36;ogobogocom;Arya<U+2019>s Dagger On <U+201C>Game Of Thrones<U+201D> Has A Great Backstory. https://t.co/O2UzsmmhU4
2009-06-02;21:02:06;reddog187;@moderncowboy  here that site should explain most of it...let me know if you wanna play  http://bit.ly/m2LVg
2009-06-06;14:47:40;marco1475;@nextepisodenet KB: Now thanks to you I have to watch B5 too. And congrats on guessing &quot;gley&quot; as Mystery G-Word 
2009-04-19;04:56:11;crystaldawn628;I lost my keys  and the store key was on there. I really don't know what to do 
2009-05-29;23:06:24;kaitapillar;@loveebugg__x that I see you in a few weeks  the twins make everyone feel better!
2009-05-17;10:08:06;aaronlawlor;wor
2009-05-22;03:15:07;leilanny;http://bit.ly/77e  love the song..and the video...cant stop singing this song 
2009-06-07;08:34:04;lovinmyboys;Just found my NK's cards &amp; seeing what I have! I didn't think I had them anymore! I don't have a complete set though. 
2009-06-22;16:50:10;sadako90;@tjt72 ok my hayfever is playing up again bad 
2009-06-19;19:56:03;horizonviewer;chatting with my sister who is so feeling blue 
2019-05-06;17:43:13;TrumpKc;"Mueller asked by Democrats to review past episodes to determine if Ford trucks, Apple iPads, Nike apparel, or SPAM appeared in any scenes: <U+2018>Game of Thrones<U+2019> Fans Erupt over Coffee Cup Spotted in Winterfell Celebration Scene https://t.co/CLGKAnIzAO"
2008-06-01;12:33:04;IsabellesTravel;@CaronsBeachHs Thanks for the follow! Looking forward to tweeting 
2019-04-29;03:25:20;Julianapmckenna;@adoreyall @emmachamberlain settling that 9-10 is game of thrones time is losing the war that is against game of thrones
2009-05-02;01:11:24;aerokitkat;@PembsDave Actually I'm popular at bbqs cos I like the burnt stuff! I'm off to make a strawberry and white chocolate cheesecake in a bit 
2009-05-04;07:03:23;TheyCallMeTori;Neither lauren OR torie are here today  Wtf
2019-05-15;04:56:24;shisto;John Snow is the Sad Ben Affleck of Game of Thrones. https://t.co/XjTRkVHFeI
2009-04-20;07:19:12;StutteringMe;@BalderKongen Amazing how dependent we've all come to a bunch of 0's and 1's.  
2009-06-02;21:19:50;slakj3s73r;@nathanpye September was the last I heard 
2009-04-18;23:27:49;Dazzler1974;Has nothing to do all da
2009-05-17;02:00:35;DominaCaffeine;@Storm_Crow wildheartofire is my LJ name  Really need to get a rename token at some point lol
2009-04-18;06:55:57;NYCityMama;@jessie613  Thank you! Very helpful 
2019-05-16;00:35:47;totalvibration;Game of Thrones fans really out here complaining throughout the entire 3-day movie.
2019-05-06;02:53:09;DJZing;DJ Zing Pres. Centrifugal Force - Post Game of Thrones Show https://t.co/ScQ4CjBwRK Post Game of Thrones show! #twitch #Trance #TranceFamily #GameOfThrones #DJ




